2.999448084247473556e+00,-2.622045074357377825e-04,2.003035692941078860e+00,1.499559881919250381e+00,-4.448916015799965311e-03,3.996618141121153212e+00,9.979128103425123353e-01,-4.185551469997363105e-03
2.979473522418909504e+00,-5.758630246011434139e-06,1.983017994757943159e+00,1.479636722113091274e+00,-1.859504883115984525e-04,3.976753271752747843e+00,9.778663163738268160e-01,-2.665205568505753242e-04
2.959469428336421792e+00,5.492736558862683360e-06,1.962983261172385641e+00,1.459724534258725726e+00,-1.908541681498231255e-04,3.956881261575200259e+00,9.578025551931660386e-01,-2.801988029889623810e-04
2.939465344983519746e+00,1.515177417106636920e-05,1.942948535518123965e+00,1.439812342757775809e+00,-1.950261707337550953e-04,3.937009257330293721e+00,9.377387965991242913e-01,-2.938030433668435693e-04
2.919461269903925071e+00,2.621509870097838563e-05,1.922913806497518197e+00,1.419900167817914838e+00,-1.994315074505849383e-04,3.917137254483581188e+00,9.176750483253989232e-01,-3.034693084549081044e-04
2.899457198634860511e+00,3.557947722868451401e-05,1.902879079793651673e+00,1.399987996783029987e+00,-2.046477567687297883e-04,3.897265256519164556e+00,8.976112991256832707e-01,-3.135843451489324363e-04
2.799436986640729152e+00,7.634816260849476566e-05,1.802705505306653855e+00,1.300427183012521581e+00,-2.231740168816011803e-04,3.797905325627898065e+00,7.972926336431079841e-01,-3.425028453178449728e-04
2.699416910175976181e+00,1.090418455970887032e-04,1.702531988310225675e+00,1.200866409908424304e+00,-2.359052414315635556e-04,3.698545454978418245e+00,6.969740387018900085e-01,-3.528998451718182161e-04
2.499377064731678644e+00,1.498197275954385801e-04,1.502185127482981608e+00,1.001744850499202144e+00,-2.401326657605008710e-04,3.499825851819020617e+00,4.963369813801969399e-01,-3.461705044607403525e-04
1.999259443448201390e+00,-4.275662660703635418e-05,1.001358482763805346e+00,5.039342184700145166e-01,-1.208643982544615678e-04,3.003031241169066945e+00,2.748979607259197273e-03,-1.911932179347701488e-04
9.958918211063236825e-01,-3.671717298209114264e-05,1.535103934704839385e-02,6.482349294224878933e-04,-8.113682902115608930e-05,2.006395698123277338e+00,2.341216337720278089e-04,-1.989737265276729505e-04
4.214607495178885840e-04,9.648291343936375502e-05,2.643620679149762966e-04,2.713591890185522090e-04,-7.556932983855235274e-05,1.597467614664607391e-02,6.812419666334980362e-05,-1.491343740838565145e-04
3.138737621201583721e-04,3.533284276525817388e-05,2.191593726525688712e-04,1.827988010950528362e-04,-8.725758471339468123e-06,4.223727786429765530e-04,1.018209330825902217e-04,-3.067152586532222603e-05
3.138737621201583721e-04,3.533284276525817388e-05,2.191593726525688712e-04,1.827988010950528362e-04,-8.725758471339468123e-06,4.223727786429765530e-04,1.018209330825902217e-04,-3.067152586532222603e-05
3.138737621201583721e-04,3.533284276525817388e-05,2.191593726525688712e-04,1.827988010950528362e-04,-8.725758471339468123e-06,4.223727786429765530e-04,1.018209330825902217e-04,-3.067152586532222603e-05
3.138737621201583721e-04,3.533284276525817388e-05,2.191593726525688712e-04,1.827988010950528362e-04,-8.725758471339468123e-06,4.223727786429765530e-04,1.018209330825902217e-04,-3.067152586532222603e-05
3.138737621201583721e-04,3.533284276525817388e-05,2.191593726525688712e-04,1.827988010950528362e-04,-8.725758471339468123e-06,4.223727786429765530e-04,1.018209330825902217e-04,-3.067152586532222603e-05
