2.998919010611901470e+00,-2.078559758813304514e-04,2.002705085894322945e+00,1.499333042726130438e+00,-4.466902296650570453e-03,3.995922976583808239e+00,9.977338135012909781e-01,-4.225381509338769354e-03
2.978943444220023995e+00,0.000000000000000000e+00,1.982687181862688774e+00,1.479411426344824365e+00,0.000000000000000000e+00,3.976052801619491817e+00,9.776893752252286962e-01,0.000000000000000000e+00
2.958941138994244380e+00,0.000000000000000000e+00,1.962654837472112668e+00,1.459501818633657910e+00,0.000000000000000000e+00,3.956181656601217789e+00,9.576285658996719352e-01,0.000000000000000000e+00
2.938936444543533089e+00,0.000000000000000000e+00,1.942621046566498810e+00,1.439591300531342322e+00,0.000000000000000000e+00,3.936307335709100297e+00,9.375670950910078849e-01,0.000000000000000000e+00
2.918931750809513836e+00,0.000000000000000000e+00,1.922587339918350180e+00,1.419680751974874422e+00,0.000000000000000000e+00,3.916433010814986293e+00,9.175057812764154663e-01,0.000000000000000000e+00
2.898928302095248544e+00,0.000000000000000000e+00,1.902554520390240311e+00,1.399770602394854846e+00,0.000000000000000000e+00,3.896560275803495621e+00,8.974448212573666872e-01,0.000000000000000000e+00
2.798906683839269771e+00,0.000000000000000000e+00,1.802387259869601577e+00,1.300219466676150848e+00,0.000000000000000000e+00,3.797190896561291940e+00,7.971391570204062749e-01,0.000000000000000000e+00
2.698885653663385398e+00,0.000000000000000000e+00,1.702221054513506582e+00,1.200669284762389877e+00,0.000000000000000000e+00,3.697821607240337372e+00,6.968347733485149575e-01,0.000000000000000000e+00
2.498847109224425989e+00,0.000000000000000000e+00,1.501892583657557401e+00,1.001572719106434972e+00,0.000000000000000000e+00,3.499086011049673317e+00,4.962303352048639260e-01,0.000000000000000000e+00
1.998733444208850019e+00,0.000000000000000000e+00,1.001124603785782385e+00,5.038460618591015239e-01,0.000000000000000000e+00,3.002238902757580874e+00,2.410526693719467796e-03,0.000000000000000000e+00
9.954649285491293798e-01,0.000000000000000000e+00,1.519903379131686341e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.005509609362075896e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.522038286923538611e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
